CAS,SMILES,Experimental value [log(L/kg)],NumAromaticRings,NumHAcceptors,NumHeteroatoms,NumRotatableBonds,NumValenceElectrons,qed,TPSA,MolMR,BalabanJ,BertzCT,fr_COO,fr_COO2,fr_halogen,MolWt,MolLogP
5586-15-2,c1ccc2cc(ccc2(c1))SSc3ccc4ccccc4(c3),0.385,4,2,2,3,106,0.381233852,0,99.61,1.565193215,864.7496793,0,0,0,318.466,6.7924
5707-44-8,c1ccc(cc1)c2ccc(cc2)CC,2.824,2,0,0,2,70,0.660072196,0,61.256,2.342968004,384.143304,0,0,0,182.266,3.916
6130-75-2,O(c1cc(c(cc1Cl)Cl)Cl)C,2.775,1,1,4,1,60,0.644358942,9.23,48.024,3.20582762,272.6333506,0,0,3,211.475,3.6554
6165-51-1,c1ccc(cc1)C(c2cc(ccc2C)C)C,2.859,2,0,0,2,82,0.686388185,0,69.875,2.41093197,468.6519131,0,0,0,210.32,4.45524
6358-85-6,O=C(Nc1ccccc1)C(N=Nc2ccc(cc2Cl)c4ccc(N=NC(C(=O)Nc3ccccc3)C(=O)C)c(c4)Cl)C(=O)C,0.619,4,8,12,11,222,0.127973233,141.78,170.0114,1.46573331,1617.622136,0,0,2,629.504,8.0204
6459-94-5,O=S(=O)(O)c6cc5ccc(O)c(N=Nc1ccc(cc1C)c4ccc(N=Nc3ccc(OS(=O)(=O)c2ccc(cc2)C)cc3)c(c4)C)c5c(c6)S(=O)(=O)O,1.851,6,12,17,10,276,0.067799459,221.78,200.3808,1.199353348,2841.806224,0,0,0,786.866,9.22956
6639-30-1,c1c(c(cc(c1Cl)Cl)Cl)C,3.681,1,0,3,0,54,0.549913556,0,46.209,3.282462907,205.0232864,0,0,3,195.476,3.95522
6731-36-8,O(OC1(OOC(C)(C)C)(CC(C)CC(C)(C)C1))C(C)(C)C,4.024,0,4,4,4,126,0.414806665,36.92,83.373,2.872403013,317.6797208,0,0,0,302.455,5.0223
7012-37-5,c1cc(ccc1c2ccc(cc2Cl)Cl)Cl,4.33,2,0,3,1,76,0.648945482,0,66.908,2.494246351,474.7259471,0,0,3,257.547,5.3138
7267-11-0,O=C(O)c1ccc(c2c1c(ccc2Cl)C(=O)O)Cl,-0.196,2,2,6,2,92,0.884456289,74.6,67.8866,3.063031124,624.5720128,2,2,2,285.082,3.543
10113-28-7,O=P(Oc1ccccc1)(OC)OC,2.76,1,4,5,4,72,0.703234318,44.76,48.6945,2.73791704,290.2721533,0,0,0,202.146,2.4663
10315-98-7,O1CCN(CC1)CC(C)C,0.205,0,2,2,2,60,0.570958556,12.47,42.097,2.131282139,87.25838097,0,0,0,143.23,0.9746
10319-14-9,O=C1c4ccccc4(C(=O)C1c3nc2ccccc2c(c3(O))Br),0.968,3,4,5,1,112,0.662606735,67.26,88.9518,1.960591538,961.723299,0,0,1,368.186,3.8657
10496-18-1,CCCCCCCCCCSSCCCCCCCCCC,1.153,0,2,2,19,134,0.16939634,0,110.136,2.912160947,162.5460575,0,0,0,346.69,8.6492
10541-83-0,O=C(O)c1ccc(cc1)NC,-0.248,1,2,3,2,58,0.671720314,49.33,42.948,2.913801563,253.2994976,1,1,0,151.165,1.4265
10605-21-7,O=C(OC)Nc1nc2ccccc2([nH]1),0.192,2,3,5,1,72,0.720984649,67.01,52.1214,2.310490604,430.7799357,0,0,0,191.19,1.7412
13029-08-8,c1ccc(c(c1)c2ccccc2Cl)Cl,3.53,2,0,2,1,70,0.658951175,0,61.898,2.608847827,406.0796467,0,0,2,223.102,4.6604
13116-53-5,C(C(CCl)(Cl)Cl)Cl,1.632,0,0,4,2,44,0.575292479,0,35.877,3.360435143,44.89659695,0,0,4,181.877,2.6379
13150-81-7,CCCCC(C)CCCC(C)C,3.18,0,0,0,7,74,0.521947336,0,57.378,3.133045569,84.03910002,0,0,0,170.34,4.639
13286-32-3,O=P(OCC)(OCC)SCc1ccccc1,1.514,1,4,5,7,90,0.691297464,35.53,68.5955,2.532491116,332.3427286,0,0,0,260.295,4.1009
13358-11-7,O=C1N(C(=O)C3C1C2(C=CC3(CC2)C(C)C)(C))CC(CC)CCCC,3.158,0,2,3,7,140,0.490038546,37.38,100.758,1.900518532,580.576294,0,0,0,345.527,4.8163
13464-24-9,Oc1ccc(cc1)C(=C)CC(c2ccc(O)cc2)(C)C,1.591,2,2,2,4,104,0.857976527,40.46,82.8906,2.167223714,592.3202783,0,0,0,268.356,4.4789
13475-82-6,CC(CC(C)(C)C)CC(C)(C)C,3.252,0,0,0,2,74,0.572349611,0,57.308,3.830355464,103.9541866,0,0,0,170.34,4.4949
13540-50-6,c1ccc(cc1)Cc2cc(ccc2C)C,3.319,2,0,0,2,76,0.68314536,0,65.164,2.280732951,440.8504191,0,0,0,196.293,3.89424
13560-89-9,C2(=C(C3(C1CCC4C(CCC1C2(C3(Cl)Cl)Cl)C5(C(=C(C4(C5(Cl)Cl)Cl)Cl)Cl)Cl)Cl)Cl)Cl,2.033,0,0,12,0,168,0.228566686,0,133.102,1.61929236,782.1276159,0,0,12,653.73,9.7162
13654-09-6,c2(c1c(c(c(c(c1Br)Br)Br)Br)Br)c(c(c(c(c2Br)Br)Br)Br)Br,0.667,2,0,10,1,118,0.19744128,0,128.878,3.026914071,669.9598139,0,0,10,943.172,10.9786
13674-84-5,O=P(OC(C)CCl)(OC(C)CCl)OC(C)CCl,0.471,0,4,8,9,104,0.473671373,44.76,71.4075,4.616720085,216.3563653,0,0,3,327.572,4.0262
13674-87-8,O=P(OC(CCl)CCl)(OC(CCl)CCl)OC(CCl)CCl,1.277,0,4,11,12,122,0.332821716,44.76,86.5455,4.947205148,242.81735,0,0,6,430.907,4.6829
13936-21-5,O=C1c3ccccc3(C(=O)c2cc(ccc12)CCCCC),3.086,2,2,2,4,106,0.670362198,34.14,82.978,1.986466725,713.2563349,0,0,0,278.351,4.1947
14800-24-9,c1ccc(cc1)C[N+](C)(C)C,0.18,1,0,1,2,60,0.564733409,0,48.1784,2.657660985,208.0644284,0,0,0,150.245,1.8928
14816-18-3,N#CC(=NOP(OCC)(OCC)=S)c1ccccc1,2.871,1,6,7,7,102,0.439120925,63.84,77.214,2.880950754,503.4558227,0,0,0,298.304,3.22838
15087-24-8,O=C2C(=Cc1ccccc1)C3CCC2(C)C3(C)(C),2.44,1,1,1,1,94,0.675493275,17.07,74.038,2.068109348,523.8008908,0,0,0,240.346,4.0952
15258-73-8,OCc1c(cccc1Cl)Cl,0.392,1,1,3,1,54,0.697990303,20.23,42.3848,3.169451192,214.797758,0,0,2,177.03,2.4857
15862-07-4,c1ccc(cc1)c2cc(c(cc2Cl)Cl)Cl,3.967,2,0,3,1,76,0.607062774,0,66.908,2.590265188,477.7259471,0,0,3,257.547,5.3138
15958-19-7,O=S(=O)(O)c3cc(c(cc3(N=Nc2c(O)ccc1ccccc12))C)Cl,1.07,3,5,8,3,128,0.486124437,99.32,95.7924,2.188657497,1111.076099,0,0,1,376.821,5.16932
15972-60-8,O=C(N(c1c(cccc1CC)CC)COC)CCl,1.121,1,2,4,6,100,0.586931627,29.54,75.28,3.276613192,384.5305069,0,0,1,269.772,2.9871
16014-23-6,O=C(O)c3cc1ccccc1c(N=Nc2ccc(cc2S(=O)(=O)O)C)c3(O),0.84,3,6,9,4,138,0.453551912,136.62,97.7417,2.238355873,1201.942563,1,1,0,386.385,4.21412
16090-02-1,O=S(=O)(O)c5cc(ccc5(C=Cc1ccc(cc1S(=O)(=O)O)Nc2nc(nc(n2)N3CCOCC3)Nc4ccccc4))Nc6nc(nc(n6)N7CCOCC7)Nc8ccccc8,0.96,6,18,22,14,320,0.059359352,259.14,233.174,1.064134986,2603.633976,0,0,0,880.97,5.368
16219-75-3,C(=C1CC2C=CC1C2)C,2.051,0,0,0,0,48,0.430807277,0,39.111,2.289029629,174.4773318,0,0,0,120.195,2.5287
16605-91-7,c1ccc(cc1)c2cccc(c2Cl)Cl,3.72,2,0,2,1,70,0.658951175,0,61.898,2.580077826,435.3296467,0,0,2,223.102,4.6604
16606-02-3,c1cc(ccc1c2cc(ccc2Cl)Cl)Cl,4.05,2,0,3,1,76,0.648945482,0,66.908,2.530594789,474.7259471,0,0,3,257.547,5.3138
16766-29-3,O(c1cc(c(c(c1(OC))Cl)Cl)Cl)C,3.5,1,2,5,2,72,0.735747466,18.46,54.576,3.387372269,325.6554448,0,0,3,241.501,3.664
17095-24-8,O=S(=O)(O)OCCS(=O)(=O)c4ccc(N=Nc1c(O)c3c(cc1S(=O)(=O)O)cc(c(N=Nc2ccc(cc2)S(=O)(=O)CCOS(=O)(=O)O)c3(N))S(=O)(=O)O)cc4,0.541,4,20,30,16,304,0.053429633,399.91,189.9972,1.757116741,2739.039117,0,0,0,903.904,2.638
17302-11-3,CCCCCCC(CC)CC,3.32,0,0,0,7,68,0.479395523,0,52.831,3.074874557,62.4385619,0,0,0,156.313,4.393
18259-05-7,c1ccc(cc1)c2c(c(c(c(c2Cl)Cl)Cl)Cl)Cl,4.85,2,0,5,1,88,0.407843716,0,76.928,2.795373917,533.8489384,0,0,5,326.437,6.6206
18708-70-8,O=[N+]([O-])c1c(cc(cc1Cl)Cl)Cl,2.718,1,2,6,1,64,0.542679771,43.14,48.1264,3.379814336,316.5602371,0,0,3,226.446,3.555
19666-30-9,O=C1OC(=NN1c2cc(OC(C)C)c(cc2Cl)Cl)C(C)(C)C,1.892,2,5,7,3,120,0.835864883,57.26,86.584,2.576230938,742.2214387,0,0,2,345.226,4.217
19780-74-6,C=CCCC(CC)CCCC,3.43,0,0,0,7,66,0.482736902,0,52.737,3.319819168,84.03910002,0,0,0,154.297,4.169
20020-02-4,c1ccc2c(c1)c(c(c(c2Cl)Cl)Cl)Cl,3.33,2,0,4,0,72,0.438724738,0,63.988,3.021805296,458.4384247,0,0,4,265.954,5.4534
21564-17-0,N#CSCSc2nc1ccccc1s2,1.821,2,5,5,3,70,0.354429544,36.68,63.548,2.154897583,439.1069569,0,0,0,238.362,3.56018
22907-72-8,CC(C)C1CCC(CC1)C(C)C,3.5,0,0,0,2,72,0.581956167,0,55.124,2.295141748,100,0,0,0,168.324,4.1048
24019-05-4,O=C(Nc1ccc(c(c1)Cl)Cl)Nc3cc(ccc3(Oc2ccc(cc2S(=O)(=O)O)Cl))Cl,1.916,3,4,12,5,162,0.313806385,104.73,121.896,1.879019516,1268.148127,0,0,4,522.193,6.9832
25339-17-7,OCCCCCCCC(C)C,2.51,0,1,1,7,68,0.56468042,20.23,49.6258,2.796421872,69.27302875,0,0,0,158.285,2.9753
25747-06-2,O=S(=O)(O)c3cc(cc(N=Nc1ccc2c(O)cccc2(c1(O)))c3(O))Cl,0.58,3,7,10,3,134,0.385931991,139.78,94.385,2.104996227,1161.103979,0,0,1,394.792,4.2721
26306-61-6,O(c1ccc(N)cc1)c2c(cc(cc2Cl)Cl)Cl,1.954,2,2,5,2,88,0.787359872,35.25,72.4004,2.328198437,516.9421592,0,0,3,288.561,5.0213
26530-20-1,O=C1C=CSN1CCCCCCCC,2.217,1,3,3,7,80,0.637110873,22,61.955,2.047497076,289.4776802,0,0,0,213.346,3.2703
26761-40-0,O=C(OCCCCCCCC(C)C)c1ccccc1(C(=O)OCCCCCCCC(C)C),0.857,1,4,4,18,182,0.169270141,52.6,132.087,2.264773914,581.0744729,0,0,0,446.672,7.9934
26787-65-5,O=C(OCCO)CCCCCCCCCCCCCCCCCCCCCCCCCCC,1.271,0,3,3,28,198,0.091753831,46.53,143.7608,3.044308118,369.5532118,0,0,0,468.807,9.6844
26967-76-0,O=P(Oc1ccc(cc1)C(C)C)(Oc2ccc(cc2)C(C)C)Oc3ccc(cc3)C(C)C,1.455,3,4,5,9,170,0.304593597,44.76,131.0835,1.866504181,899.8212603,0,0,0,452.531,8.7017
27458-92-0,OCCCCCCCCCCC(C)C,2.73,0,1,1,10,86,0.52530719,20.23,63.4768,2.851917177,99.40868524,0,0,0,200.366,4.1456
28076-73-5,O(c1ccc(cc1Cl)Cl)c2ccc(cc2Cl)Cl,4.14,2,1,5,2,88,0.651766997,9.23,72.998,2.312237835,504.6970467,0,0,4,307.991,6.0925
28249-77-6,O=C(N(CC)CC)SCc1ccc(cc1)Cl,2.267,1,2,4,4,88,0.811594811,20.31,71.064,2.449241362,335.3769264,0,0,1,257.786,4.035
28680-44-6,C1(=C(C2(C(=C(C1(C2)Cl)Cl)Cl)Cl)Cl)Cl,3.806,0,0,6,0,72,0.566825689,0,59.249,2.682149425,293.9942681,0,0,6,298.811,4.7373
29446-15-9,O1c3ccccc3(Oc2cc(c(cc12)Cl)Cl),2.88,2,2,4,0,80,0.567313491,18.46,63.052,2.121234261,516.940373,0,0,2,253.084,4.8914
29761-21-5,O=P(Oc1ccccc1)(Oc2ccccc2)OCCCCCCCC(C)C,2.627,2,4,5,13,148,0.26648621,44.76,110.2385,1.820457118,627.7268374,0,0,0,390.46,7.2657
30746-58-8,O1c3ccccc3(Oc2c1c(c(c(c2Cl)Cl)Cl)Cl),3.5,2,2,6,0,92,0.362368577,18.46,73.072,2.247275042,599.0110496,0,0,4,321.974,6.1982
31508-00-6,c1cc(c(cc1c2cc(c(cc2Cl)Cl)Cl)Cl)Cl,4.38,2,0,5,1,88,0.516501532,0,76.928,2.598865734,577.3489384,0,0,5,326.437,6.6206
32598-10-0,c1cc(c(cc1c2ccc(cc2Cl)Cl)Cl)Cl,4.56,2,0,4,1,82,0.607288405,0,71.918,2.54314062,534.5371241,0,0,4,291.992,5.9672
32598-13-3,c1cc(c(cc1c2ccc(c(c2)Cl)Cl)Cl)Cl,4.067,2,0,4,1,82,0.607288405,0,71.918,2.502080374,485.0371241,0,0,4,291.992,5.9672
32598-14-4,c1cc(c(cc1c2ccc(c(c2Cl)Cl)Cl)Cl)Cl,4.28,2,0,5,1,88,0.516501532,0,76.928,2.607376583,577.3489384,0,0,5,326.437,6.6206
32669-06-0,O(CCCl)C(c1ccccc1)c2ccccc2,2.691,2,1,2,5,88,0.724084605,9.23,71.399,2.257022318,387.6895122,0,0,1,246.737,4.0314
33284-53-6,c1ccc(cc1)c2cc(c(c(c2Cl)Cl)Cl)Cl,4.39,2,0,4,1,82,0.44858272,0,71.918,2.677072339,520.2871241,0,0,4,291.992,5.9672
33284-54-7,c1ccc(cc1)c2c(c(cc(c2Cl)Cl)Cl)Cl,4.71,2,0,4,1,82,0.568094231,0,71.918,2.740855577,494.0371241,0,0,4,291.992,5.9672
33857-26-0,O1c3ccc(cc3(Oc2ccc(cc12)Cl))Cl,2.39,2,2,4,0,80,0.567313491,18.46,63.052,2.093075245,515.440373,0,0,2,253.084,4.8914
34883-39-1,c1ccc(cc1)c2cc(ccc2Cl)Cl,3.86,2,0,2,1,70,0.658951175,0,61.898,2.565840903,435.3296467,0,0,2,223.102,4.6604
34883-41-5,c1ccc(cc1)c2cc(cc(c2)Cl)Cl,3.11,2,0,2,1,70,0.658951175,0,61.898,2.52130359,415.0796467,0,0,2,223.102,4.6604
35065-27-1,c2c(c1cc(c(cc1Cl)Cl)Cl)c(cc(c2Cl)Cl)Cl,5.694,2,0,6,1,94,0.468721024,0,81.938,2.691548108,564.9500799,0,0,6,360.882,7.274
35693-99-3,c1cc(c(cc1Cl)c2cc(ccc2Cl)Cl)Cl,4.637,2,0,4,1,82,0.607288405,0,71.918,2.661682721,485.0371241,0,0,4,291.992,5.9672
36065-30-2,O(c1c(cc(cc1Br)Br)Br)CC(C)(CBr)Br,4.361,1,1,6,4,90,0.4291,9.23,86.163,2.82225645,354.4672928,0,0,5,544.701,5.9014
36559-22-5,c2cc(c1ccc(cc1Cl)Cl)c(c(c2)Cl)Cl,4.53,2,0,4,1,82,0.607288405,0,71.918,2.632549823,534.5371241,0,0,4,291.992,5.9672
37680-73-2,c1cc(c(cc1Cl)c2cc(c(cc2Cl)Cl)Cl)Cl,4.63,2,0,5,1,88,0.516501532,0,76.928,2.677954092,577.3489384,0,0,5,326.437,6.6206
38380-02-8,c1cc(c(c(c1c2cc(ccc2Cl)Cl)Cl)Cl)Cl,4.02,2,0,5,1,88,0.516501532,0,76.928,2.687035872,577.3489384,0,0,5,326.437,6.6206
38444-93-8,c2cc(c1cccc(c1Cl)Cl)c(c(c2)Cl)Cl,4.17,2,0,4,1,82,0.607288405,0,71.918,2.681070112,485.0371241,0,0,4,291.992,5.9672
39227-58-2,O1c3ccccc3(Oc2c1c(cc(c2Cl)Cl)Cl),2.895,2,2,5,0,86,0.505001794,18.46,68.062,2.208912848,610.9400034,0,0,3,287.529,5.5448
39569-21-6,c1(c(c(c(c(c1Br)Br)Br)Br)Cl)C,3.98,1,0,5,0,66,0.357544847,0,66.989,3.603567451,229.6711558,0,0,5,442.17,5.69842
40690-89-9,N#CCCN(c2ccc(N=Nc1ccc(cc1)[N+](=O)[O-])cc2)CCOC(=O)c3ccccc3,0.829,3,8,9,10,166,0.174276428,121.19,122.8819,1.59809889,1140.227028,0,0,0,443.463,5.58728
41122-70-7,N#Cc1ccc(cc1)c2ccc(cc2)CCCCCC,3.647,2,1,1,6,102,0.644521882,23.79,84.439,1.981308016,558.2103992,0,0,0,263.384,5.34808
41464-40-8,c1cc(cc(c1c2cc(ccc2Cl)Cl)Cl)Cl,4.26,2,0,4,1,82,0.607288405,0,71.918,2.623188385,534.5371241,0,0,4,291.992,5.9672
41464-41-9,c2cc(c(c1cc(ccc1Cl)Cl)c(c2)Cl)Cl,4.46,2,0,4,1,82,0.607288405,0,71.918,2.71627941,514.2871241,0,0,4,291.992,5.9672
41464-42-0,c1cc(c(cc1Cl)c2cc(cc(c2)Cl)Cl)Cl,4.85,2,0,4,1,82,0.607288405,0,71.918,2.617551222,514.2871241,0,0,4,291.992,5.9672
42240-73-3,Nc2ccc(c1ccc(N)c(c1Cl)Cl)c(c2Cl)Cl,3.379,2,2,6,1,94,0.715066999,52.04,80.7428,2.70655143,570.4598549,0,0,4,322.022,5.1316
47377-16-2,O=S(=O)(O)c1ccc(cc1)CCCCCCCCCCCCCC,0.52,1,2,4,14,138,0.320573367,54.37,101.0386,1.96869111,520.3198722,0,0,0,354.556,6.1769
50375-10-5,O(c1c(ccc(c1Cl)Cl)Cl)C,2.526,1,1,4,1,60,0.644358942,9.23,48.024,3.287688772,272.6333506,0,0,3,211.475,3.6554
50876-32-9,CC1CC(C)CC(C)(C)C1,3.65,0,0,0,0,60,0.48306894,0,45.96,2.509938884,101.2067179,0,0,0,140.27,3.4687
50925-42-3,O=S(=O)(O)c7cccc6c7(cc(N=Nc1ccc(cc1C)Nc2nc(nc(n2)NCCO)Nc5ccc(N=Nc4cc3c(cccc3S(=O)(=O)O)c(c4)S(=O)(=O)O)c(c5)C)cc6S(=O)(=O)O),0.498,7,19,27,15,342,0.036369901,361.91,239.8323,1.124690572,3401.561623,0,0,0,979.026,7.50384
51207-31-9,o2c1cc(c(cc1c3cc(c(cc23)Cl)Cl)Cl)Cl,3.767,3,1,5,0,86,0.481717346,13.14,73.76,2.511000995,682.9202949,0,0,4,305.975,6.1996
51892-26-3,O(c1ccccc1)c2ccc(cc2Cl)Cl,3.968,2,1,3,2,76,0.731776857,9.23,62.978,2.251397739,454.434228,0,0,2,239.101,4.7857
52322-80-2,O(c1ccccc1)c2cc(c(cc2Cl)Cl)Cl,3.645,2,1,4,2,82,0.662096225,9.23,67.988,2.319305997,497.1171015,0,0,3,273.546,5.4391
54135-80-7,O(c1ccc(c(c1Cl)Cl)Cl)C,2.964,1,1,4,1,60,0.644358942,9.23,48.024,3.249228926,272.6333506,0,0,3,211.475,3.6554
54135-81-8,OCc1cc(cc(c1Cl)Cl)Cl,3.091,1,1,4,1,60,0.707733618,20.23,47.3948,3.244095211,272.6333506,0,0,3,211.475,3.1391
56348-72-2,O(c1ccc(c(c1)Cl)Cl)c2ccc(c(c2)Cl)Cl,4.338,2,1,5,2,88,0.651766997,9.23,72.998,2.249182293,504.6970467,0,0,4,307.991,6.0925
56558-16-8,c2cc(c(c1c(cc(cc1Cl)Cl)Cl)c(c2)Cl)Cl,4.81,2,0,5,1,88,0.552136204,0,76.928,2.774273183,533.8489384,0,0,5,326.437,6.6206
56558-17-9,c1cc(c(cc1c2c(cc(cc2Cl)Cl)Cl)Cl)Cl,4.81,2,0,5,1,88,0.552136204,0,76.928,2.639998809,554.0989384,0,0,5,326.437,6.6206
57465-28-8,c1cc(c(cc1c2cc(c(c(c2)Cl)Cl)Cl)Cl)Cl,4.68,2,0,5,1,88,0.516501532,0,76.928,2.566734334,554.0989384,0,0,5,326.437,6.6206
57567-84-7,O=C(O)C1CCC(C)CC1(C(=O)O),-0.159,0,2,4,2,74,0.679249189,74.6,45.2666,2.71564009,223.6545914,2,2,0,186.207,1.208
59039-21-3,O(c1ccc(cc1)Cl)c2ccc(cc2Cl)Cl,3.79,2,1,4,2,82,0.707775822,9.23,67.988,2.233817118,494.1171015,0,0,3,273.546,5.4391
59365-60-5,OCC(O)c1ccccc1Cl,0.245,1,2,3,2,60,0.707576063,40.46,43.4976,2.933852306,237.2885968,0,0,1,172.611,1.3657
59722-76-8,O=C2c4ccccc4(C(=O)c3c(N)c(Oc1ccc(cc1)Br)cc(O)c23),1.993,3,5,6,2,128,0.379942381,89.62,100.0422,1.866632965,1073.914447,0,0,1,410.223,4.3046
60123-64-0,O(c1ccc(cc1Cl)Cl)c2cc(c(cc2Cl)Cl)Cl,4.21,2,1,6,2,94,0.548741914,9.23,78.008,2.366973066,597.2619083,0,0,5,342.436,6.7459
60123-65-1,O(c1ccc(c(c1)Cl)Cl)c2cc(c(cc2Cl)Cl)Cl,4.08,2,1,6,2,94,0.548741914,9.23,78.008,2.33546013,597.2619083,0,0,5,342.436,6.7459
60145-21-3,c1cc(c(cc1Cl)c2c(cc(cc2Cl)Cl)Cl)Cl,4.58,2,0,5,1,88,0.552136204,0,76.928,2.721680574,554.0989384,0,0,5,326.437,6.6206
60628-17-3,O(c1ccccc1)P(Oc2ccccc2)OCCCCCCCCCCCCC,1.547,2,3,4,17,160,0.190575239,27.69,123.473,1.584172568,564.4802365,0,0,0,416.542,8.6989
60782-58-3,O[Si](CCCCCC)(CCCCCC)CCCCCC,1.507,0,1,2,15,122,0.264503158,20.23,94.8198,3.980852526,162.5730311,0,0,0,300.603,6.6651
61328-45-8,O(c1ccc(cc1)Cl)c2cc(c(cc2Cl)Cl)Cl,4.11,2,1,5,2,88,0.60970219,9.23,72.998,2.296261048,536.9470467,0,0,4,307.991,6.0925
61328-46-9,O(c1ccc(c(c1)Cl)Cl)c2ccc(cc2Cl)Cl,4.24,2,1,5,2,88,0.651766997,9.23,72.998,2.280258855,554.1970467,0,0,4,307.991,6.0925
61968-52-3,O=C(OCCN(c2ccc(N=Nc1ccc(cc1Cl)[N+](=O)[O-])c(c2)NC(=O)CC)CCOC(=O)C)C,0.729,2,10,13,12,192,0.178805632,152.8,133.1241,2.363651659,1135.667643,0,0,1,519.942,4.9447
62338-09-4,CCCCCCCC(C)C(C)(C)C,3.34,0,0,0,6,80,0.50788194,0,61.995,3.323912575,107.6969429,0,0,0,184.367,5.0291
62615-08-1,o2c1ccc(cc1c3c2cc(c(c3Cl)Cl)Cl)Cl,3.11,3,1,5,0,86,0.450627482,13.14,73.76,2.591303288,745.1702949,0,0,4,305.975,6.1996
66230-04-4,N#CC(OC(=O)C(c1ccc(cc1)Cl)C(C)C)c3cccc(Oc2ccccc2)c3,3.174,3,4,5,7,152,0.400527452,59.32,116.435,1.783363986,1026.264316,0,0,1,419.908,6.67998
66735-04-4,O=C(O)C(C)Cc1ccc(cc1)C(C)(C)C,0.351,1,1,2,3,88,0.848625579,37.3,65.6458,2.761072957,357.3168858,1,1,0,220.312,3.2473
67028-18-6,O1c3cc(ccc3(Oc2c1cc(c(c2Cl)Cl)Cl))Cl,3.35,2,2,6,0,92,0.458910896,18.46,73.072,2.163125975,655.0110496,0,0,4,321.974,6.1982
71767-67-4,N#CCCN(c2ccc(N=Nc1c(cc(cc1Cl)[N+](=O)[O-])Cl)cc2)CCC#N,1.578,2,7,10,8,142,0.298621776,118.68,106.4074,2.185846436,922.5167214,0,0,2,417.256,5.95076
74918-40-4,o2c1cc(ccc1c3cccc(c23)Cl)Cl,3.01,3,1,3,0,74,0.541882518,13.14,63.74,2.56994535,655.0755912,0,0,2,237.085,4.8928
83704-22-7,o2c1cc(ccc1c3c2cc(c(c3Cl)Cl)Cl)Cl,3.41,3,1,5,0,86,0.450627482,13.14,73.76,2.571788255,745.1702949,0,0,4,305.975,6.1996
104294-16-8,O(c1ccc(cc1Cl)Cl)c2c(cc(cc2Cl)Cl)Cl,3.95,2,1,6,2,94,0.586600927,9.23,78.008,2.399017772,574.0119083,0,0,5,342.436,6.7459
119168-77-3,O=C(NCc1ccc(cc1)C(C)(C)C)c2c(c(nn2C)CC)Cl,1.13,2,3,5,4,124,0.923000468,46.92,93.9082,2.063459489,696.2921568,0,0,1,333.863,3.8634
123251-96-7,O=S(=O)(O)c1cc(cc(c1(N))Cl)c2cc(c(N)c(c2)S(=O)(=O)O)Cl,-0.398,2,6,12,3,130,0.440326092,160.78,90.352,2.836800934,966.2031487,0,0,2,413.26,2.3182
126690-66-2,C(=C(C)CC(C)C)C(C)C,3.29,0,0,0,3,60,0.524988353,0,48.05,3.709383026,107.2067179,0,0,0,140.27,3.6348
N.A.,CC(C)CC1CC(C)CCC1(C),3.37,0,0,0,2,72,0.581956167,0,55.124,2.379097941,124,0,0,0,168.324,4.1048
N.A.,C#CCOCOc1ccc(cc1)Cl,2.03,1,2,3,4,68,0.418165217,18.46,51.732,2.297451281,286.7882098,0,0,1,196.633,2.3261
N.A.,OCC(O)COc1ccc(cc1)C(C)CC,0.63,1,3,3,6,90,0.775957582,49.69,63.7356,2.510697889,294.5509456,0,0,0,224.3,1.9321
N.A.,c1cc(c(c(c1Br)Br)Br)Br,3.18,1,0,4,0,54,0.441183404,0,57.242,3.342153808,229.1698834,0,0,4,393.698,4.7366
84-15-1,c1ccc(cc1)c3ccccc3(c2ccccc2),3.11,3,0,0,2,86,0.579489668,0,77.314,2.17733824,565.9660655,0,0,0,230.31,5.0206
86-74-8,c1ccc3c(c1)[nH]c2ccccc23,2.128,3,0,1,0,62,0.528298854,15.79,55.8047,2.64243826,512.8841359,0,0,0,167.211,3.3211
92-94-4,c1ccc(cc1)c2ccc(cc2)c3ccccc3,1.773,3,0,0,2,86,0.579489668,0,77.314,1.951466169,548.7160655,0,0,0,230.31,5.0206
99-62-7,c1cc(cc(c1)C(C)C)C(C)C,3.159,1,0,0,2,66,0.61770292,0,54.62,2.95842191,222.7201524,0,0,0,162.276,3.9334
102-82-9,N(CCCC)(CCCC)CCCC,1.199,0,1,1,9,80,0.529354239,3.24,61.164,3.467990238,72.10571634,0,0,0,185.355,3.6887
115-86-6,O=P(Oc1ccccc1)(Oc2ccccc2)Oc3ccccc3,2.476,3,4,5,6,116,0.574213569,44.76,88.8165,1.868683542,667.7177523,0,0,0,326.288,5.3315
117-18-0,O=[N+]([O-])c1c(c(cc(c1Cl)Cl)Cl)Cl,3.255,1,2,7,1,70,0.431332471,43.14,53.1364,3.555142029,353.137268,0,0,4,260.891,4.2084
1634-04-4,O(C)C(C)(C)C,0.18,0,1,1,0,38,0.43498738,9.23,26.762,3.168489873,33.69332843,0,0,0,88.15,1.4313
2814-20-2,O=C1N=C(NC(=C1)C)C(C)C,-0.035,1,2,3,1,60,0.65684688,45.75,43.6837,3.190361291,301.2055223,0,0,0,152.197,1.20172
3846-71-7,Oc1c(cc(cc1C(C)(C)C)C(C)(C)C)n2nc3ccccc3(n2),3.536,3,4,4,1,126,0.704649418,50.94,97.9298,2.295453678,862.3684528,0,0,0,323.44,4.7211
